Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Feedback Knock Correction (1-byte)** (degrees)
173150,0.00,52.85,980,0.00,0.35,-31.75,13.5000,-63.50,-11,48,149,1,8,0.02,50.20,473.56,0.00,7.38
173150,0.00,52.33,993,0.00,0.35,-31.75,3.7500,-63.50,-11,48,144,1,8,0.02,50.20,478.51,0.00,5.62
173150,0.00,51.12,1001,0.00,0.35,-31.75,2.7500,-63.50,-11,48,151,1,8,0.02,50.20,483.46,0.00,8.09
173172,0.00,50.39,1014,0.00,0.35,-31.75,1.2500,-63.50,-11,48,172,1,8,0.02,50.20,493.36,0.00,15.47
173172,0.00,49.36,1006,0.00,0.35,-31.75,12.0000,-63.50,-11,48,192,1,8,0.02,50.20,503.26,0.00,22.50
173172,0.00,43.02,1002,0.00,0.35,-31.75,1.2500,-63.50,-11,48,183,1,8,0.02,50.20,87.44,0.00,19.34
173583,0.00,52.38,784,0.00,0.35,-31.75,7.1250,-63.50,-11,48,151,1,8,0.02,50.20,508.21,0.00,8.09
173856,0.00,50.72,768,0.00,0.35,-31.75,15.1250,-63.50,-11,48,157,1,8,0.02,50.20,518.11,0.00,10.20
174006,0.00,50.30,750,0.00,0.35,-31.75,9.1250,-63.50,-11,48,156,1,8,0.02,50.20,523.06,0.00,9.84
174274,0.00,49.47,738,0.00,0.35,-31.75,13.1250,-63.50,-11,48,162,1,8,0.02,50.20,528.01,0.00,11.95
174431,0.00,49.06,727,0.00,0.35,-31.75,7.1250,-63.50,-11,48,149,1,8,0.02,50.20,528.01,0.00,7.38
174583,0.00,47.81,718,0.00,0.35,-31.75,5.1250,-63.50,-11,48,151,1,8,0.02,50.20,537.91,0.00,8.09
174836,0.00,47.40,714,0.00,0.35,-31.75,15.1250,-63.50,-11,48,146,1,8,0.02,50.20,537.91,0.00,6.33
175116,0.00,47.09,715,0.00,0.35,-31.75,14.6250,-63.50,-11,48,139,1,8,0.02,50.20,537.91,0.00,3.87
175116,0.00,46.77,714,0.00,0.35,-31.75,14.1250,-63.50,-11,48,139,1,8,0.02,50.20,542.86,0.00,3.87
175260,0.00,46.36,716,0.00,0.35,-31.75,8.1250,-63.50,-11,48,136,1,8,0.02,50.20,542.86,0.00,2.81
175671,0.00,46.26,721,0.00,0.35,-31.75,2.6250,-63.50,-11,48,149,1,8,0.02,50.20,537.91,0.00,7.38
175671,0.00,46.26,723,0.00,0.35,-31.75,2.6250,-63.50,-11,48,149,1,8,0.02,50.20,537.91,0.00,7.38
175822,0.00,46.15,728,0.00,0.35,-31.75,13.1250,-63.50,-11,48,136,1,8,0.02,50.20,537.91,0.00,2.81
176085,0.00,46.15,735,0.00,0.35,-31.75,13.1250,-63.50,-11,49,139,1,8,0.02,50.20,532.96,0.00,3.87
176354,0.00,15.22,3120,-56383231536401765000000000000000.00,0.35,-31.25,1.2500,-63.50,-11,49,188,1,8,0.01,50.20,454.51,0.00,21.09
176354,0.00,19.31,2814,-53445425171175556000000000000.00,0.35,-30.75,9.0000,-63.50,-11,49,88,1,8,0.01,50.20,395.07,0.00,-14.06
176354,0.00,16.38,2567,-51111362259090924000000000.00,0.35,-31.50,4.6875,-63.50,-11,49,197,1,8,0.01,50.20,355.43,0.00,24.26
176354,0.00,24.12,2334,-3280541708569167500000000000000.00,0.35,-31.50,13.3750,-63.50,-11,49,205,1,8,0.01,50.20,370.53,0.00,27.07
176354,0.00,27.03,2120,-199898358793315960000000000000.00,0.35,-31.25,14.8125,-63.50,-11,49,35,1,8,0.01,50.20,370.22,0.00,-32.70
176367,0.00,20.71,1941,-750948648611830200000000.00,0.35,-31.50,13.8125,-63.50,-11,49,110,1,7,0.01,50.20,434.83,0.00,-6.33
176367,0.00,34.40,1688,-178986595174957700000.00,0.35,-31.50,8.2500,-63.50,-11,49,49,1,8,0.01,50.20,434.73,0.00,-27.77
176367,0.00,24.95,1478,0.00,0.35,-31.75,7.7500,-63.50,-11,49,232,1,6,0.02,50.20,1216.80,0.00,36.56
176367,0.00,30.23,1202,0.00,0.35,-31.50,6.5000,-63.50,-11,49,99,1,8,0.02,50.20,528.71,0.00,-10.20
176367,0.00,29.09,1025,0.00,0.35,-31.25,11.5000,-63.50,-11,49,17,1,9,0.02,50.20,300.74,0.00,-39.02
176367,0.00,21.99,926,0.00,0.35,-31.50,2.2500,-63.50,-11,49,155,1,8,0.02,50.20,463.83,0.00,9.49
176367,0.00,26.90,907,0.00,0.35,-31.75,13.8750,-63.50,-11,49,168,1,8,0.02,50.20,463.73,0.00,14.06
176382,0.00,43.52,904,0.00,0.35,-31.75,10.5000,-63.50,-11,49,164,1,8,0.02,50.20,468.61,0.00,12.66
176383,0.00,48.74,896,0.00,0.35,-31.75,4.2500,-63.50,-11,49,159,1,8,0.02,50.20,478.51,0.00,10.90
176383,0.00,48.44,870,0.00,0.35,-31.75,15.8750,-63.50,-11,49,154,1,8,0.02,50.20,493.36,0.00,9.14
176383,0.00,48.12,863,0.00,0.35,-31.75,10.6250,-63.50,-11,49,156,1,8,0.02,50.20,493.36,0.00,9.84
176383,0.00,47.81,845,0.00,0.35,-31.75,6.8750,-63.50,-11,49,162,1,8,0.02,50.20,503.28,0.00,11.95
176383,0.00,47.54,830,0.00,0.35,-31.75,5.1250,-63.50,-11,49,165,1,8,0.02,50.20,508.23,0.00,13.01
176383,0.00,47.49,816,0.00,0.35,-31.75,3.2500,-63.50,-11,49,162,1,8,0.02,50.20,513.18,0.00,11.95
176383,0.00,47.28,804,0.00,0.35,-31.75,6.0000,-63.50,-11,49,162,1,8,0.02,50.20,513.18,0.00,11.95
176383,0.00,46.88,790,0.00,0.35,-31.75,3.6250,-63.50,-11,49,159,1,8,0.02,50.20,518.11,0.00,10.90
176400,0.00,46.67,775,0.00,0.35,-31.75,8.6250,-63.50,-11,49,151,1,8,0.02,50.20,523.06,0.00,8.09
176400,0.00,46.36,766,0.00,0.35,-31.75,8.1250,-63.50,-11,49,149,1,8,0.02,50.20,523.06,0.00,7.38
176400,0.00,46.36,756,0.00,0.35,-31.75,8.1250,-63.50,-11,49,162,1,8,0.02,50.20,528.01,0.00,11.95
176400,0.00,46.26,744,0.00,0.35,-31.75,2.6250,-63.50,-11,49,151,1,8,0.02,50.20,532.96,0.00,8.09
176712,0.00,7.58,3661,-61781872669105690000000000000000000000.00,0.35,-30.25,3.1250,-63.50,-11,49,205,1,8,0.01,50.20,419.98,0.00,27.07
177277,0.00,3.96,3628,-60945948369098385000000000000000000000.00,0.35,-28.75,3.2500,-63.50,-11,49,194,1,10,0.01,50.20,152.97,0.00,23.20
177698,0.00,12.42,3414,-60363092764318250000000000000000000000.00,0.35,-30.25,10.7500,-63.50,-11,49,180,1,8,0.01,50.20,479.69,0.00,18.28
178119,0.00,11.87,3494,0.00,0.35,-31.00,8.6250,-63.50,-11,49,89,1,7,0.02,50.20,672.71,0.00,-13.71
178119,0.00,9.29,3519,0.00,0.35,-30.25,1.1250,-63.50,-11,49,186,1,9,0.02,50.20,825.70,0.00,20.39
178119,0.00,7.39,3516,0.00,0.35,-29.50,4.2500,-63.50,-11,49,129,1,8,0.02,50.20,494.52,0.00,0.35
178119,0.00,4.24,3541,0.00,0.35,-29.25,7.5000,-63.50,-11,49,105,1,8,0.02,50.20,539.09,0.00,-8.09
178119,0.00,3.72,3507,0.00,0.35,-29.25,10.2500,-63.50,-11,49,168,1,8,0.02,50.20,548.99,0.00,14.06
178458,0.00,10.58,3553,0.00,0.35,-28.25,11.2500,-63.50,-11,48,174,1,7,0.02,50.20,435.12,0.00,16.17
178459,0.00,10.45,3547,-243866910790949300000000000000000000000.00,0.35,-28.25,12.5000,-63.50,-11,48,186,1,7,0.01,50.20,454.90,0.00,20.39
178459,0.00,10.01,3542,-243711141885193260000000000000000000000.00,0.35,-28.25,11.2500,-63.50,-11,48,186,1,7,0.01,50.20,469.77,0.00,20.39
178459,0.00,10.05,3531,0.00,0.35,-28.00,2.0000,-63.50,-11,48,82,1,7,0.02,50.20,390.56,0.00,-16.17
178459,0.00,11.06,3512,0.00,0.35,-28.25,5.7500,-63.50,-11,49,126,1,7,0.02,50.20,390.56,0.00,-0.70
178459,0.00,11.58,3524,0.00,0.35,-28.50,2.5000,-63.50,-11,49,230,1,7,0.02,50.20,469.77,0.00,35.86
179225,0.00,10.30,3565,-243763064853778600000000000000000000000.00,0.35,-28.25,1.2500,-63.50,-11,48,174,1,7,0.01,50.20,430.17,0.00,16.17
179225,0.00,3.33,3472,0.00,0.35,-29.25,12.0000,-63.50,-11,49,194,1,8,0.02,50.20,514.34,0.00,23.20
179225,0.00,1.44,3532,0.00,0.35,-28.75,7.6250,-63.50,-11,49,96,1,8,0.02,50.20,301.48,0.00,-11.25
179225,0.00,0.96,3496,0.00,0.35,-28.75,7.7500,-63.50,-11,49,157,1,8,0.02,50.20,207.43,0.00,10.20
179225,0.00,0.79,3492,0.00,0.35,-28.75,11.5000,-63.50,-11,49,212,1,8,0.02,50.20,207.41,0.00,29.53
179225,0.00,0.80,3484,0.00,0.35,-28.75,12.0000,-63.50,-11,49,80,1,8,0.02,50.20,182.66,0.00,-16.88
179225,0.00,0.86,3498,0.00,0.35,-28.75,10.2500,-63.50,-11,49,92,1,8,0.02,50.20,172.75,0.00,-12.66
179225,0.00,0.54,3514,0.00,0.35,-28.75,12.2500,-63.50,-11,49,206,1,7,0.02,50.20,1128.15,0.00,27.42
179225,0.00,0.50,3520,0.00,0.35,-28.50,14.8750,-63.50,-11,49,23,1,7,0.02,50.20,751.93,0.00,-36.91
179225,0.00,0.30,3495,0.00,0.35,-28.50,7.5000,-63.50,-11,49,9,1,7,0.02,50.20,464.82,0.00,-41.84
179225,0.00,0.04,3498,0.00,0.35,-28.50,13.0000,-63.50,-11,49,110,1,7,0.02,50.20,346.01,0.00,-6.33
179225,0.00,12.29,3516,0.00,0.35,-28.25,6.5000,-63.50,-11,49,52,1,7,0.02,50.20,350.96,0.00,-26.72
179225,0.00,11.10,3523,-243197104496198300000000000000000000000.00,0.35,-28.25,2.7500,-63.50,-11,49,250,1,7,0.01,50.20,435.12,0.00,42.89
179491,0.00,7.99,3602,-61254905243988410000000000000000000000.00,0.35,-28.00,5.0000,-63.50,-11,48,223,1,7,0.01,50.20,524.20,0.00,33.40
179491,0.00,8.05,3599,-61214664943334765000000000000000000000.00,0.35,-28.00,11.0000,-63.50,-11,48,236,1,7,0.01,50.20,494.52,0.00,37.97
179526,0.00,8.24,3596,-61227650756083500000000000000000000000.00,0.35,-28.00,13.2500,-63.50,-11,48,210,1,7,0.01,50.20,524.22,0.00,28.83
179526,0.00,8.48,3586,-61144574006346950000000000000000000000.00,0.35,-28.00,2.7500,-63.50,-11,48,236,1,7,0.01,50.20,489.57,0.00,37.97
179526,0.00,8.91,3584,-61160145826320150000000000000000000000.00,0.35,-28.00,5.7500,-63.50,-11,48,133,1,7,0.01,50.20,479.67,0.00,1.76
179526,0.00,9.14,3578,-61118602380849470000000000000000000000.00,0.35,-28.25,1.0000,-63.50,-11,48,249,1,7,0.01,50.20,430.17,0.00,42.54
179526,0.00,10.81,3597,-244785947334909970000000000000000000000.00,0.35,-28.25,2.5000,-63.50,-11,48,123,1,7,0.01,50.20,435.12,0.00,-1.76
179526,0.00,10.89,3587,-244671716804022200000000000000000000000.00,0.35,-28.25,3.0000,-63.50,-11,48,98,1,7,0.01,50.20,430.17,0.00,-10.55
179526,0.00,11.02,3590,-244656139913446600000000000000000000000.00,0.35,-28.25,13.0000,-63.50,-11,48,98,1,7,0.01,50.20,410.35,0.00,-10.55
179526,0.00,10.91,3576,-244505563304549100000000000000000000000.00,0.35,-28.25,9.0000,-63.50,-11,48,111,1,7,0.01,50.20,445.00,0.00,-5.98
179526,0.00,10.68,3555,-243918854041944260000000000000000000000.00,0.35,-28.25,4.2500,-63.50,-11,48,212,1,7,0.01,50.20,430.17,0.00,29.53
179526,0.00,10.93,3551,-243965564431261470000000000000000000000.00,0.35,-28.25,1.0000,-63.50,-11,48,123,1,7,0.01,50.20,415.32,0.00,-1.76
179546,0.00,10.89,3545,-243726718775768860000000000000000000000.00,0.35,-28.25,3.0000,-63.50,-11,48,85,1,7,0.01,50.20,420.27,0.00,-15.12
179841,0.00,3.40,3652,-61531400122307790000000000000000000000.00,0.35,-27.75,2.0000,-63.50,-11,48,222,1,7,0.01,50.20,633.07,0.00,33.05
179856,0.00,3.71,3646,-61454818814246800000000000000000000000.00,0.35,-27.50,10.0000,-63.50,-11,48,83,1,7,0.01,50.20,618.24,0.00,-15.82
179856,0.00,4.08,3638,-61457414962676070000000000000000000000.00,0.35,-27.50,14.0000,-63.50,-11,48,83,1,7,0.01,50.20,603.38,0.00,-15.82
179856,0.00,7.42,3638,-61415871517205390000000000000000000000.00,0.35,-27.75,13.0000,-63.50,-11,48,70,1,7,0.01,50.20,514.30,0.00,-20.39
180342,0.00,2.23,3664,-61553477525161365000000000000000000000.00,0.35,-27.25,6.0000,-63.50,-11,48,118,1,7,0.01,50.20,628.12,0.00,-3.52
180369,0.00,4.25,3671,-61610597861207650000000000000000000000.00,0.35,-27.00,8.0000,-63.50,-11,48,16,1,7,0.01,50.20,737.00,0.00,-39.38
180369,0.00,0.64,3683,-61669016271468570000000000000000000000.00,0.35,-26.75,0.0000,-63.50,-11,48,84,1,7,0.01,50.20,796.37,0.00,-15.47
180369,0.00,8.18,3697,0.00,0.35,-26.50,14.0000,-63.50,-11,47,48,1,7,0.01,50.20,860.70,0.00,-28.12
180369,0.00,6.31,3715,0.00,0.35,-26.25,6.0000,-63.50,-11,47,201,1,7,0.02,50.20,974.52,0.00,25.66
180683,0.00,0.17,3716,0.00,0.35,-26.00,15.0000,-63.50,-11,47,23,1,7,0.02,50.20,1028.93,0.00,-36.91
180853,0.00,1.49,3732,0.00,0.35,-26.25,5.0000,-63.50,-11,47,169,1,7,0.02,50.20,1048.71,0.00,14.41
180977,0.00,2.65,3809,-62355707672214600000000000000000000000.00,0.35,-26.25,7.0000,-63.50,-11,47,153,1,7,0.01,50.20,1009.15,0.00,8.79
180977,0.00,5.05,3796,-62246669438185370000000000000000000000.00,0.35,-26.25,10.0000,-63.50,-11,47,80,1,7,0.01,50.20,1009.13,0.00,-16.88
180977,0.00,6.04,3764,0.00,0.35,-26.25,9.0000,-63.50,-11,47,215,1,7,0.02,50.20,1038.83,0.00,30.59
180977,0.00,4.48,3750,0.00,0.35,-26.25,11.0000,-63.50,-11,47,245,1,7,0.02,50.20,1038.83,0.00,41.13
180977,0.00,1.84,3737,0.00,0.35,-26.00,11.0000,-63.50,-11,47,8,1,7,0.02,50.20,1043.78,0.00,-42.19
180977,0.00,1.47,3722,0.00,0.35,-26.25,8.0000,-63.50,-11,47,230,1,7,0.02,50.20,1043.80,0.00,35.86
181446,0.00,4.18,3826,-62264842477190240000000000000000000000.00,0.35,-26.25,10.0000,-63.50,-11,47,169,1,7,0.01,50.20,1019.05,0.00,14.41
181735,0.00,3.21,3808,-62337534633209730000000000000000000000.00,0.35,-26.25,14.0000,-63.50,-11,47,140,1,7,0.01,50.20,1024.02,0.00,4.22
181894,0.00,2.45,3829,-62403736418156050000000000000000000000.00,0.35,-26.25,10.0000,-63.50,-11,47,168,1,7,0.01,50.20,1004.22,0.00,14.06
181908,0.00,2.56,3862,-62572486066058430000000000000000000000.00,0.35,-26.25,6.0000,-63.50,-11,47,168,1,7,0.01,50.20,1014.10,0.00,14.06
182048,0.00,6.03,3967,-63006017500734080000000000000000000000.00,0.35,-27.25,10.0000,-63.50,-11,47,21,1,7,0.01,50.20,692.49,0.00,-37.62
182064,0.00,4.66,3950,-63048853949816990000000000000000000000.00,0.35,-27.50,14.0000,-63.50,-11,47,205,1,7,0.01,50.20,826.16,0.00,27.07
182064,0.00,12.56,3924,-62878811298302380000000000000000000000.00,0.35,-27.25,12.0000,-63.50,-11,47,130,1,7,0.01,50.20,870.66,0.00,0.70
182064,0.00,1.71,3936,-63000840415682750000000000000000000000.00,0.35,-26.75,8.0000,-63.50,-11,47,112,1,7,0.01,50.20,900.30,0.00,-5.62
182064,0.00,8.86,3904,-62937239849768100000000000000000000000.00,0.35,-26.50,0.0000,-63.50,-11,47,76,1,7,0.01,50.20,939.90,0.00,-18.28
182064,0.00,7.86,3895,-62767192127651080000000000000000000000.00,0.35,-26.50,4.0000,-63.50,-11,47,180,1,7,0.01,50.20,984.43,0.00,18.28
182064,0.00,0.41,3902,-62819120166838830000000000000000000000.00,0.35,-26.25,6.0000,-63.50,-11,47,130,1,7,0.01,50.20,994.32,0.00,0.70
182064,0.00,0.94,3872,-62787966385687620000000000000000000000.00,0.35,-26.25,2.0000,-63.50,-11,47,158,1,7,0.01,50.20,1009.17,0.00,10.55
182064,0.00,2.02,3862,-62581572585560860000000000000000000000.00,0.35,-26.25,10.0000,-63.50,-11,47,200,1,7,0.01,50.20,1014.12,0.00,25.31
182064,0.00,2.35,3870,-62660755112653520000000000000000000000.00,0.35,-26.25,14.0000,-63.50,-11,47,139,1,7,0.01,50.20,1009.15,0.00,3.87
182540,0.00,5.79,3939,-62990445680760880000000000000000000000.00,0.35,-27.25,2.0000,-63.50,-11,47,134,1,7,0.01,50.20,707.36,0.00,2.11
182689,0.00,5.91,3979,-63185156812955935000000000000000000000.00,0.35,-27.25,14.0000,-63.50,-11,47,162,1,7,0.01,50.20,712.27,0.00,11.95
182958,0.00,5.56,3962,-63126748543899820000000000000000000000.00,0.35,-27.25,6.0000,-63.50,-11,47,233,1,7,0.01,50.20,712.29,0.00,36.91
183128,0.00,4.24,4062,-15902084787032831000000000000000000000.00,0.35,-26.75,8.0000,-63.50,-11,47,17,1,7,0.01,50.20,776.60,0.00,-39.02
183128,0.00,3.97,4019,-63400642203187530000000000000000000000.00,0.35,-27.00,4.0000,-63.50,-11,47,188,1,7,0.01,50.20,766.74,0.00,21.09
183128,0.00,5.37,4042,-63534343847294800000000000000000000000.00,0.35,-27.00,2.0000,-63.50,-11,47,90,1,7,0.01,50.20,737.02,0.00,-13.36
183128,0.00,6.34,4009,-15842370837858480000000000000000000000.00,0.35,-27.25,1.2500,-63.50,-11,47,120,1,7,0.01,50.20,727.16,0.00,-2.81
183128,0.00,6.25,4023,-63420108245804640000000000000000000000.00,0.35,-27.25,10.7500,-63.50,-11,47,191,1,7,0.01,50.20,732.07,0.00,22.15
183333,0.00,4.98,3985,-63251358597902250000000000000000000000.00,0.35,-27.00,10.0000,-63.50,-11,47,18,1,7,0.01,50.20,732.09,0.00,-38.67
183333,0.00,5.67,3995,-63156599180233990000000000000000000000.00,0.35,-27.25,2.0000,-63.50,-11,47,204,1,7,0.01,50.20,751.87,0.00,26.72
183333,0.00,6.05,3981,-63229291336253480000000000000000000000.00,0.35,-27.25,2.7500,-63.50,-11,47,133,1,7,0.01,50.20,741.99,0.00,1.76
183333,0.00,6.25,4011,-63378569870936360000000000000000000000.00,0.35,-27.00,3.0000,-63.50,-11,47,19,1,7,0.01,50.20,741.99,0.00,-38.32
183333,0.00,6.03,3992,-63251358597902250000000000000000000000.00,0.35,-27.25,3.5000,-63.50,-11,47,176,1,7,0.01,50.20,746.94,0.00,16.88
183616,0.00,4.70,4032,-15872227812445656000000000000000000000.00,0.35,-27.00,8.0000,-63.50,-11,47,174,1,7,0.01,50.20,796.42,0.00,16.17
183752,0.00,4.70,4068,-15921230114048078000000000000000000000.00,0.35,-27.00,0.5000,-63.50,-11,47,145,1,7,0.01,50.20,791.45,0.00,5.98
183752,0.00,2.80,4051,-15892349230423078000000000000000000000.00,0.35,-26.75,13.0000,-63.50,-11,46,163,1,7,0.01,50.20,791.47,0.00,12.30
184236,0.00,1.19,4189,0.00,0.35,-24.50,9.0000,-63.50,-11,46,21,1,8,0.02,50.20,702.12,0.00,-37.62
184251,0.00,6.81,4152,0.00,0.35,-24.75,8.0000,-63.50,-11,46,77,1,8,0.02,50.20,509.10,0.00,-17.93
184251,0.00,4.37,4163,0.00,0.35,-25.00,12.0000,-63.50,-11,46,172,1,8,0.02,50.20,370.47,0.00,15.47
184251,0.00,6.63,4146,0.00,0.35,-25.25,8.0000,-63.50,-11,46,248,1,8,0.02,50.20,276.42,0.00,42.19
184251,0.00,1.88,4112,0.00,0.35,-25.25,8.0000,-63.50,-11,46,222,1,8,0.02,50.20,276.44,0.00,33.05
184251,0.00,4.95,4116,0.00,0.35,-25.25,8.0000,-63.50,-11,46,182,1,7,0.02,50.20,1127.86,0.00,18.98
184251,0.00,2.57,4090,0.01,0.35,-25.00,12.0000,-63.50,-11,46,107,1,7,0.02,50.20,1088.29,0.00,-7.38
184251,0.00,8.71,4073,0.00,0.35,-25.50,8.0000,-63.50,-11,46,67,1,7,0.02,50.20,959.70,0.00,-21.45
184251,0.00,1.91,4088,-3984689479724358500000000000000000000.00,0.35,-26.25,6.0000,-63.50,-11,46,34,1,7,0.01,50.20,811.24,0.00,-33.05
184774,0.00,1.59,4205,0.00,0.35,-24.75,13.0000,-63.50,-11,46,117,1,8,0.02,50.20,751.66,0.00,-3.87
184921,0.00,1.42,4200,0.00,0.35,-24.75,3.0000,-63.50,-11,46,117,1,8,0.02,50.20,771.44,0.00,-3.87
185078,0.00,2.00,4210,0.00,0.35,-24.75,0.0000,-63.50,-11,46,57,1,8,0.02,50.20,761.56,0.00,-24.96
185229,0.00,1.56,4254,0.00,0.35,-24.75,15.0000,-63.50,-11,46,117,1,8,0.02,50.20,721.94,0.00,-3.87
185525,0.00,8.40,4268,0.00,0.35,-24.50,0.0000,-63.50,-11,46,204,1,8,0.02,50.20,746.69,0.00,26.72
185819,0.00,3.23,4290,199760.53,0.35,-23.50,12.0000,-63.50,-11,46,155,1,8,0.02,50.20,791.22,0.00,9.49
185953,0.00,6.99,4291,242090587697571900000000000000.00,0.35,-21.75,0.0000,-63.50,-11,46,46,1,8,23.06,50.20,1201.99,0.00,-28.83
185953,0.00,0.51,4298,-0.00,0.35,-21.50,7.5000,-63.50,-11,46,100,1,9,2.58,50.20,226.65,0.00,-9.84
185953,0.00,1.59,4331,260243901860598640000000000000000000000.00,0.35,-22.50,4.0000,-63.50,-11,46,126,1,9,0.02,50.20,276.15,0.00,-0.70
186435,0.00,8.96,4334,12534.28,0.35,-23.75,7.0000,-63.50,-11,46,235,1,9,0.02,50.20,202.09,0.00,37.62
186754,0.00,5.42,4367,3.07,0.35,-24.00,6.5000,-63.50,-11,46,155,1,8,0.02,50.20,1004.08,0.00,9.49
187018,0.00,7.10,4377,0.00,0.35,-23.75,6.5000,-63.50,-11,46,88,1,8,0.02,50.20,934.82,0.00,-14.06
187018,0.00,7.70,4399,0.00,0.35,-24.25,2.0000,-63.50,-11,46,138,1,8,0.02,50.20,929.85,0.00,3.52
187018,0.00,1.81,4406,0.00,0.35,-25.00,1.5000,-63.50,-11,46,213,1,8,0.02,50.20,771.48,0.00,29.88
187351,0.00,8.00,4420,-3903463706716178000000000000000.00,0.35,-26.75,3.0000,-63.50,-11,46,198,1,7,0.01,50.20,999.29,0.00,24.61
187624,0.00,3.27,4396,-15588463757875346000000000000000.00,0.35,-29.50,12.5000,-63.50,-11,46,180,1,4,0.01,50.20,301.44,0.00,18.28
187942,0.00,9.37,4418,-15607030440612987000000000000000.00,0.35,-29.75,9.7500,-63.50,-11,46,74,1,6,0.01,50.20,415.28,0.00,-18.98
188079,0.00,16.56,4433,-15648806081235590000000000000000.00,0.35,-30.75,5.9375,-63.50,-11,46,2,1,6,0.01,50.20,385.50,0.00,-44.30
188079,0.00,18.09,4394,-15562768039579437000000000000000.00,0.35,-31.00,6.9375,-63.50,-11,46,126,1,7,0.01,50.20,1212.11,0.00,-0.70
188552,0.00,18.46,4332,-61942825088535690000000000000000.00,0.35,-31.00,11.6250,-63.50,-11,46,157,1,8,0.01,50.20,187.32,0.00,10.20
188687,0.00,18.54,4258,-985242124431144000000000000000000.00,0.35,-31.00,13.9375,-63.50,-11,46,157,1,8,0.01,50.20,231.79,0.00,10.20
188845,0.00,20.62,4191,-3918705384058067700000000000000000.00,0.35,-31.00,1.2500,-63.50,-11,46,45,1,8,0.01,50.20,246.56,0.00,-29.18
189000,0.00,20.74,4072,-62145322832629350000000000000000000.00,0.35,-31.00,14.1250,-63.50,-11,46,64,1,8,0.01,50.20,251.44,0.00,-22.50
189267,0.00,22.78,3976,-15716763142833666000000000000000000000.00,0.35,-31.00,1.6250,-63.50,-11,46,28,1,8,0.01,50.20,385.01,0.00,-35.16
189767,0.00,51.94,1046,0.00,0.35,-31.75,9.6250,-63.50,-11,48,133,1,8,0.02,50.20,463.66,0.00,1.76
189767,0.00,51.05,1065,0.00,0.35,-31.75,3.5000,-63.50,-11,48,121,1,8,0.02,50.20,62.69,0.00,-2.46
189790,0.00,50.40,1054,0.00,0.35,-31.75,12.8750,-63.50,-11,48,133,1,9,0.02,50.20,834.92,0.00,1.76
189790,0.00,49.41,1055,0.00,0.35,-31.75,12.3750,-63.50,-11,48,162,1,9,0.02,50.20,844.82,0.00,11.95
189790,0.00,48.06,1034,0.00,0.35,-31.75,11.5000,-63.50,-11,48,180,1,9,0.02,50.20,859.67,0.00,18.28
189790,0.00,41.93,1028,0.00,0.35,-31.75,7.5000,-63.50,-11,48,180,1,9,0.02,50.20,864.62,0.00,18.28
189790,0.00,41.27,998,0.00,0.35,-31.75,4.7500,-63.50,-11,48,198,1,9,0.02,50.20,864.62,0.00,24.61
189790,0.00,40.71,983,0.00,0.35,-31.75,6.0000,-63.50,-11,47,249,1,9,0.02,50.20,889.38,0.00,42.54
189790,0.00,40.00,962,0.00,0.35,-31.50,13.1250,-63.50,-11,47,5,1,9,0.02,50.20,899.28,0.00,-43.24
189802,0.00,32.68,916,0.00,0.35,-31.50,12.1250,-63.50,-11,47,12,1,9,0.02,50.20,899.28,0.00,-40.78
189802,0.00,33.38,894,0.00,0.35,-31.50,3.7500,-63.50,-11,47,12,1,10,0.02,50.20,795.32,0.00,-40.78
189802,0.00,37.04,842,0.00,0.35,-31.50,7.7500,-63.50,-11,47,9,1,10,0.02,50.20,1136.89,0.00,-41.84
189962,0.00,38.42,848,0.00,0.35,-31.50,2.5000,-63.50,-11,47,9,1,10,0.02,50.20,646.81,0.00,-41.84
189962,0.00,53.53,1037,0.00,0.35,-31.75,8.0000,-63.50,-11,48,138,1,8,0.02,50.20,453.76,0.00,3.52
189983,0.00,22.16,3814,-62198539280195900000000000000000000000.00,0.35,-31.25,15.1250,-63.50,-11,46,180,1,8,0.01,50.20,340.37,0.00,18.28
189983,0.00,23.18,3686,-61532627208088810000000000000000000000.00,0.35,-31.25,14.1250,-63.50,-11,46,165,1,8,0.01,50.20,320.49,0.00,13.01
189983,0.00,23.01,3551,-60844647874332950000000000000000000000.00,0.35,-31.25,10.3125,-63.50,-11,46,115,1,8,0.01,50.20,162.00,0.00,-4.57
189983,0.00,24.42,3451,0.00,0.35,-31.25,0.3750,-63.50,-11,46,81,1,8,0.02,50.20,92.66,0.00,-16.52
189983,0.00,26.06,3315,0.00,0.35,-31.25,8.8750,-63.50,-11,46,55,1,9,0.02,50.20,850.04,0.00,-25.66
189983,0.00,27.36,3205,0.00,0.35,-31.25,10.8750,-63.50,-11,46,17,1,9,0.02,50.20,850.04,0.00,-39.02
