Time (msec),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),IAM (multiplier),Mass Airflow (g/s),Final Fueling Base (2-byte)* (lambda),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Boost Error* (psi)
17483,781,0.29,13.50,48,5,7,4,41,0.00,0.00,1.0000,3.69,0.99,0.00,-4.25,3.14,5.37
17562,778,0.29,14.00,48,5,7,4,41,0.00,0.00,1.0000,3.79,0.99,0.00,-4.25,3.14,5.37
17644,778,0.28,13.50,48,5,7,4,41,0.00,0.00,1.0000,3.65,0.99,0.00,-4.25,3.14,5.37
17718,778,0.28,14.00,48,5,7,4,41,0.00,0.00,1.0000,3.65,0.99,0.00,-4.25,3.14,5.37
17796,774,0.30,14.00,48,5,7,4,41,0.00,0.00,1.0000,3.77,0.99,0.00,-4.25,3.14,5.37
17889,769,0.31,14.50,48,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.37
17936,770,0.31,14.50,48,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.37
18030,764,0.31,14.50,48,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.25,3.14,5.37
18124,768,0.31,14.50,48,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.25,3.14,5.36
18202,772,0.30,14.00,48,5,7,4,41,0.00,0.00,1.0000,3.79,0.99,0.00,-4.25,3.14,5.36
18280,772,0.31,14.50,48,5,7,4,41,0.00,0.00,1.0000,3.90,0.99,0.00,-4.25,3.14,5.38
18358,767,0.31,14.50,48,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.25,3.14,5.38
18437,772,0.27,14.50,50,5,7,4,41,0.00,0.00,1.0000,3.48,0.99,0.00,-4.25,3.14,5.38
18499,767,0.29,14.50,50,5,7,4,41,0.00,0.00,1.0000,3.74,0.99,0.00,-4.25,3.14,5.36
18593,768,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.38
18670,768,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.38
18733,769,0.32,14.00,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.25,3.14,5.38
18827,771,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.25,3.14,5.38
18905,776,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.25,3.14,5.38
18983,777,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.25,3.14,5.38
19062,781,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.25,3.14,5.38
19124,782,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.25,3.14,5.38
19233,788,0.31,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.10,0.99,0.00,-4.25,3.14,5.38
19311,785,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.25,3.14,5.39
19390,791,0.30,12.00,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.25,3.14,5.43
19468,790,0.30,12.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.41
19546,790,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.25,3.14,5.43
19624,792,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.25,3.14,5.43
19718,794,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.43
19781,794,0.29,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.25,3.14,5.43
19874,796,0.29,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.25,3.14,5.43
19936,794,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.25,3.14,5.43
20030,798,0.29,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.90,0.99,0.00,-4.25,3.14,5.43
20109,799,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.25,3.14,5.43
20186,794,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.25,3.14,5.43
20265,794,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.43
20343,787,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.25,3.14,5.43
20437,781,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.10,0.99,0.00,-4.25,3.14,5.43
20482,774,0.32,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.10,0.99,0.00,-4.25,3.14,5.43
20593,773,0.32,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.25,3.14,5.39
20670,775,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.25,3.14,5.38
20749,781,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.25,3.14,5.38
20827,788,0.31,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.25,3.14,5.39
20905,791,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.25,3.14,5.38
20967,792,0.30,12.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.43
21077,794,0.30,12.00,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.25,3.14,5.43
21140,792,0.30,12.00,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.25,3.14,5.43
21218,792,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.25,3.14,5.44
21296,788,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.25,3.14,5.43
21374,786,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.43
21467,790,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.25,3.14,5.43
21534,791,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.10,0.99,0.00,-4.25,3.14,5.43
21624,788,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.25,3.14,5.43
21703,791,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.43
21780,788,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.25,3.14,5.43
21859,788,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.25,3.14,5.43
21936,792,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.43
22014,789,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.25,3.14,5.43
22092,796,0.29,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.84,0.99,0.00,-4.25,3.14,5.43
22170,790,0.29,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.25,3.14,5.43
22264,788,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.25,3.14,5.45
22327,788,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.25,3.14,5.46
22405,782,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.25,3.14,5.45
22499,778,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.25,3.14,5.45
22577,777,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.90,0.99,0.00,-4.25,3.14,5.44
22673,772,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.25,3.14,5.44
22733,773,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.25,3.14,5.39
22811,776,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.25,3.14,5.39
22890,782,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.25,3.14,5.40
22952,784,0.31,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.25,3.14,5.44
23030,790,0.29,12.00,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.23,3.14,5.44
23124,787,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.44
23202,790,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.44
23280,790,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.23,3.14,5.44
23374,790,0.29,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.23,3.14,5.44
23452,796,0.29,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.84,0.99,0.00,-4.23,3.14,5.44
23530,798,0.29,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.84,0.99,0.00,-4.23,3.14,5.46
23608,797,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.46
23686,794,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.23,3.14,5.49
23765,786,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.49
23843,781,0.31,16.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.49
23921,777,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.23,3.14,5.44
24014,764,0.32,15.50,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.23,3.14,5.42
24093,752,0.32,17.00,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.23,3.14,5.38
24171,736,0.32,17.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.35
24249,736,0.33,17.50,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.23,3.14,5.32
24311,734,0.33,17.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.24
24407,738,0.33,17.00,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.20
24484,743,0.32,16.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.20
24562,750,0.31,15.50,50,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.23,3.14,5.20
24640,756,0.31,15.00,50,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.23,3.14,5.20
24718,768,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.23,3.14,5.20
24796,771,0.32,14.00,50,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.23,3.14,5.20
24874,780,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.23,3.14,5.21
24952,791,0.31,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.10,0.99,0.00,-4.23,3.14,5.25
25030,802,0.31,12.00,50,5,7,4,41,0.00,0.00,1.0000,4.12,0.99,0.00,-4.23,3.14,5.30
25108,796,0.31,12.00,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.23,3.14,5.30
25202,792,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.34
25280,789,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.23,3.14,5.34
25358,785,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.23,3.14,5.34
25436,775,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.23,3.14,5.34
25515,776,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.34
25593,776,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.10,0.99,0.00,-4.23,3.14,5.34
25671,780,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.23,3.14,5.33
25749,781,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.23,3.14,5.35
25842,782,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.23,3.14,5.33
25921,778,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.10,0.99,0.00,-4.23,3.14,5.34
25999,773,0.32,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.10,0.99,0.00,-4.23,3.14,5.31
26077,770,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.23,3.14,5.30
26155,773,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.30
26233,778,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.30
26280,779,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.23,3.14,5.30
26394,784,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.23,3.14,5.30
26435,784,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.23,3.14,5.30
26546,788,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.31
26624,788,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.35
26702,784,0.32,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.13,0.99,0.00,-4.23,3.14,5.35
26780,777,0.32,14.00,50,5,7,4,41,0.00,0.00,1.0000,4.12,0.99,0.00,-4.23,3.14,5.35
26859,780,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.23,3.14,5.33
26937,782,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.23,3.14,5.33
27030,787,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.23,3.14,5.35
27093,795,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.35
27187,799,0.30,12.50,50,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.23,3.14,5.35
27265,790,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.23,3.14,5.39
27342,786,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.23,3.14,5.40
27420,781,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.84,0.99,0.00,-4.23,3.14,5.40
27499,776,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.23,3.14,5.39
27577,772,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.23,3.14,5.35
27655,776,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.23,3.14,5.35
27733,772,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.23,3.14,5.35
27811,776,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.23,3.14,5.35
27889,771,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.35
27968,766,0.32,14.00,50,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.23,3.14,5.35
28061,764,0.34,14.00,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.23,3.14,5.34
28124,761,0.31,14.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.30
28206,763,0.33,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.30
28295,770,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.31
28375,774,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.31
28453,782,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.31
28530,777,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.23,3.14,5.32
28608,777,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.35
28686,775,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.23,3.14,5.35
28781,780,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.23,3.14,5.35
28843,783,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.23,3.14,5.36
28921,784,0.32,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.15,0.99,0.00,-4.23,3.14,5.36
29014,788,0.32,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.15,0.99,0.00,-4.23,3.14,5.36
29093,790,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.23,3.14,5.36
29139,794,0.31,12.50,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.23,3.14,5.38
29249,795,0.29,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.82,0.99,0.00,-4.23,3.14,5.40
29327,794,0.30,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.23,3.14,5.40
29406,788,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.23,3.14,5.40
29483,783,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.84,0.99,0.00,-4.23,3.14,5.40
29577,778,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.39
29657,774,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.37
29718,776,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.36
29780,781,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.23,3.14,5.36
29874,778,0.30,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.23,3.14,5.36
29936,775,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.23,3.14,5.36
30030,772,0.30,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.23,3.14,5.36
30109,769,0.30,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.84,0.99,0.00,-4.23,3.14,5.36
30202,766,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.36
30280,772,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.23,3.14,5.36
30358,771,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.23,3.14,5.36
30405,772,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.36
30515,772,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.12,0.99,0.00,-4.22,3.14,5.36
30593,777,0.29,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.84,0.99,0.00,-4.22,3.14,5.36
30671,778,0.29,13.00,50,5,7,4,41,0.00,0.00,1.0000,3.84,0.99,0.00,-4.22,3.14,5.36
30749,780,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.36
30827,775,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.36
30905,770,0.32,14.00,50,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.22,3.14,5.36
30983,766,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.22,3.14,5.36
31062,770,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.22,3.14,5.36
31155,774,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.22,3.14,5.35
31233,777,0.32,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.12,0.99,0.00,-4.22,3.14,5.36
31311,776,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.10,0.99,0.00,-4.22,3.14,5.36
31389,781,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.22,3.14,5.36
31468,784,0.32,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.12,0.99,0.00,-4.22,3.14,5.36
31546,781,0.31,13.00,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.36
31623,778,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.22,3.14,5.37
31703,766,0.32,14.50,50,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.22,3.14,5.36
31765,768,0.32,14.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.36
31858,773,0.30,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.34
31936,778,0.31,13.50,50,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.22,3.14,5.36
32014,783,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.36
32108,782,0.29,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.82,0.99,0.00,-4.22,3.14,5.36
32155,784,0.30,13.50,50,5,7,4,41,0.00,0.00,1.0000,3.87,0.99,0.00,-4.22,3.14,5.36
32264,779,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.36
32328,776,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.36
32420,778,0.31,14.00,50,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.37
32499,774,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.37
32577,781,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.22,3.14,5.37
32656,784,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.22,3.14,5.38
32734,787,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.22,3.14,5.38
32811,780,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.40
32889,773,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.38
32983,765,0.31,14.50,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.39
33061,762,0.31,14.50,52,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.22,3.14,5.37
33139,765,0.30,14.50,52,5,7,4,41,0.00,0.00,1.0000,3.82,0.99,0.00,-4.22,3.14,5.37
33218,769,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.37
33296,767,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.37
33374,769,0.31,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.37
33452,767,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.37
33530,764,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.35
33608,765,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.34
33686,767,0.34,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.35
33764,762,0.34,14.00,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.35
33843,766,0.34,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.32
33936,772,0.29,13.00,52,5,7,4,41,0.00,0.00,1.0000,3.84,0.99,0.00,-4.22,3.14,5.35
34014,779,0.29,13.00,52,5,7,4,41,0.00,0.00,1.0000,3.82,0.99,0.00,-4.22,3.14,5.37
34092,784,0.30,13.00,52,5,7,4,41,0.00,0.00,1.0000,3.89,0.99,0.00,-4.22,3.14,5.37
34171,776,0.31,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.22,3.14,5.39
34249,769,0.31,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.38
34328,766,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.02,0.99,0.00,-4.22,3.14,5.37
34406,766,0.31,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.05,0.99,0.00,-4.22,3.14,5.37
34499,768,0.31,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.37
34561,768,0.31,13.50,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.37
34640,775,0.30,13.00,52,5,7,4,41,0.00,0.00,1.0000,3.95,0.99,0.00,-4.22,3.14,5.37
34718,789,0.30,12.50,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.38
34811,786,0.30,13.00,52,5,7,4,41,0.00,0.00,1.0000,3.92,0.99,0.00,-4.22,3.14,5.42
34890,787,0.30,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.97,0.99,0.00,-4.22,3.14,5.42
34968,782,0.29,13.50,52,5,7,4,41,0.00,0.00,1.0000,3.77,0.99,0.00,-4.22,3.14,5.42
35046,776,0.31,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.39
35124,772,0.31,14.50,52,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.22,3.14,5.38
35202,769,0.29,14.50,52,5,7,4,41,0.00,0.00,1.0000,4.00,0.99,0.00,-4.22,3.14,5.37
35280,772,0.29,14.00,52,5,7,4,41,0.00,0.00,1.0000,4.07,0.99,0.00,-4.22,3.14,5.36
